用户id	用户注册时间	最后登录时间	免费筹码	身上货币量	最高拥有	最大赢取	贡献台费	登录总次数	站内好友数	经验值	等级	积分	性别	互动道具	玩过的最大小盲	破产线	IP地址	玩牌局数	赢牌局数	输牌局数	正常牌局	非正常牌局	最高牌类型
7787393	2014/10/4	2014/10/4	0	940	null	null	0	2	0	8	2	0	0	0	10	40	49.89.9.233	1	null	0	2	0	0
7787391	2014/10/4	2014/10/4	0	800	null	null	0	2	5	13	2	0	1	0	0	20	113.243.198.125	1	null	0	2	0	0
7787390	2014/10/4	2014/10/4	24799	152	null	172	20	2	1	61	3	0	1	0	50	1000	114.100.27.80	5	1	0	5	0	0
7787389	2014/10/4	2014/10/4	0	30	null	null	0	2	0	36	2	0	0	0	10	40	118.121.218.123	7	null	0	7	0	0
7787384	2014/10/4	2014/10/4	0	1020	null	20	0	2	2	25	2	0	0	0	10	40	219.157.72.206	1	1	0	1	0	0
7787382	2014/10/4	2014/10/4	13403	1850	null	2639	0	2	3	99	3	0	0	0	10	40	218.75.108.130	7	3	0	8	0	0
7787380	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	113.250.198.221	null	null	0	0	0	0
7787375	2014/10/4	2014/10/4	0	910	null	10	0	2	2	35	2	0	0	0	10	40	219.145.194.9	7	1	0	7	0	0
7787374	2014/10/4	2014/10/4	0	530	null	10	0	2	1	39	2	0	0	0	10	40	124.165.62.183	7	1	0	9	0	0
7787373	2014/10/4	2014/10/4	0	950	null	null	0	2	2	18	2	0	0	0	10	40	183.7.57.196	2	null	0	1	1	0
7787372	2014/10/4	2014/10/4	0	50	null	null	0	2	0	11	2	0	0	0	10	40	60.212.43.154	2	null	0	3	0	0
7787364	2014/10/4	2014/10/4	10829	1230	null	480	0	2	2	75	3	0	0	0	10	40	1.86.110.80	7	2	0	7	0	0
7787362	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	1	0	0	20	111.22.166.244	null	null	0	0	0	0
7787357	2014/10/4	2014/10/4	2217	730	null	240	0	2	0	136	4	0	0	0	10	40	118.122.85.141	25	2	0	25	0	0
7787356	2014/10/4	2014/10/4	1544	780	null	440	0	2	0	38	2	0	0	0	10	40	115.209.13.241	4	1	0	3	1	0
7787352	2014/10/4	2014/10/4	0	800	null	null	0	2	7	0	0	0	0	0	0	20	120.210.175.176	null	null	0	0	0	0
7787351	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.158.175.22	null	null	0	0	0	0
7787347	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	0	0	0	0	20	123.165.119.165	null	null	0	0	0	0
7787344	2014/10/4	2014/10/9	1698	160	2285	1535	0	4	2	100	3	10	0	0	10	40	218.72.151.13	13	2	11	13	0	7
7787342	2014/10/4	2014/10/4	0	800	null	null	0	2	4	13	2	0	0	0	0	20	106.39.255.123	1	null	0	1	0	0
7787340	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	124.116.26.246	null	null	0	0	0	0
7787339	2014/10/4	2014/10/4	0	200	null	1820	0	2	0	137	4	0	1	0	10	40	120.8.134.245	17	5	0	17	0	0
7787338	2014/10/4	2014/10/4	0	780	null	null	0	2	0	3	1	0	0	0	0	20	144.0.63.9	2	null	0	2	0	0
7787335	2014/10/4	2014/10/4	0	950	null	null	0	2	0	8	2	0	1	0	10	40	117.86.48.114	1	null	0	2	0	0
7787333	2014/10/4	2014/10/4	40718	70	null	1020	0	2	4	65	3	0	0	0	10	40	14.29.80.187	7	2	0	7	0	0
7787332	2014/10/4	2014/10/4	0	1063	24914	7227	280	2	4	922	7	0	0	0	100	1000	116.11.153.218	120	43	43	122	0	7
7787331	2014/10/4	2014/10/4	0	1000	2580	950	0	2	1	373	5	0	0	0	10	40	121.13.227.114	66	21	45	66	0	9
7787330	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	113.0.77.82	null	null	0	0	0	0
7787325	2014/10/4	2014/10/4	0	970	null	null	0	2	0	8	2	0	0	0	10	40	42.49.172.39	2	null	0	2	0	0
7787324	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	36.251.133.79	null	null	0	0	0	0
7787319	2014/10/4	2014/10/5	0	800	800	null	0	3	0	3	1	5	0	0	0	20	118.181.178.218	1	null	1	2	0	0
7787318	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.215.65.70	null	null	0	0	0	0
7787317	2014/10/4	2014/10/4	28967	2380	800	800	0	2	12	68	3	0	0	0	10	40	58.59.108.122	5	2	1	6	0	0
7787315	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	114.104.254.80	null	null	0	0	0	0
7787313	2014/10/4	2014/10/4	0	0	1600	600	0	2	3	78	3	0	0	0	10	40	1.28.136.129	9	2	7	10	0	4
7787311	2014/10/4	2014/10/4	0	1120	null	null	0	2	0	16	2	0	0	0	10	40	120.210.175.224	3	null	0	3	0	0
7787310	2014/10/4	2014/10/4	0	1080	null	null	0	2	3	34	2	0	1	0	10	40	183.0.83.39	4	null	0	4	1	0
7787305	2014/10/4	2014/10/4	0	800	null	null	0	2	2	0	0	0	0	0	0	20	116.11.153.218	null	null	0	0	0	0
7787301	2014/10/4	2014/10/4	0	10800	null	null	0	2	7	0	0	0	1	0	0	20	116.11.188.175	null	null	0	0	0	0
7787300	2014/10/4	2014/10/7	1369682	14393	17982	1230	60	4	1	864	7	10	0	10	50	1000	125.79.144.153	151	46	101	153	0	8
7787299	2014/10/4	2014/10/4	0	800	null	null	0	2	1	10	2	0	0	0	10	40	202.105.235.65	null	null	0	0	0	0
7787298	2014/10/4	2014/10/4	0	1180	null	null	0	2	0	10	2	0	0	0	10	40	110.243.138.6	1	null	0	0	1	0
7787292	2014/10/4	2014/10/4	0	1060	null	null	20	2	1	29	2	0	0	0	10	40	116.55.54.44	5	null	0	5	0	0
7787290	2014/10/4	2014/10/4	0	330	null	null	0	2	1	28	2	0	0	0	10	40	222.179.204.54	7	null	0	7	0	0
7787289	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	113.83.106.130	null	null	0	0	0	0
7787288	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	175.166.25.74	null	null	0	0	0	0
7787285	2014/10/4	2014/10/4	0	980	null	null	0	2	1	8	2	0	1	0	10	40	222.247.186.90	2	null	0	2	0	0
7787282	2014/10/4	2014/10/6	0	0	10420	2700	0	3	1	880	7	6	0	0	10	40	119.176.46.131	188	68	120	189	0	9
7787281	2014/10/4	2014/10/4	23940	800	null	420	0	2	1	46	3	0	0	0	10	40	106.39.255.121	3	1	0	3	0	0
7787280	2014/10/4	2014/10/4	0	1040	null	null	0	2	0	8	2	0	0	0	10	40	27.208.99.10	1	null	0	2	0	0
7787279	2014/10/4	2014/10/4	0	790	null	null	0	2	0	3	1	0	0	0	0	20	183.155.78.126	1	null	0	2	0	0
7787278	2014/10/4	2014/10/4	312432	4970	null	2300	0	2	3	169	4	0	0	0	10	40	171.109.122.217	24	13	0	24	0	0
7787275	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.208.99.36	null	null	0	0	0	0
7787274	2014/10/4	2014/10/4	0	1180	null	null	0	2	0	10	2	0	0	0	10	40	120.192.235.158	1	null	0	1	0	0
7787273	2014/10/4	2014/10/4	0	1090	null	710	0	2	2	243	4	0	1	0	10	40	223.86.254.253	41	13	0	41	0	0
7787270	2014/10/4	2014/10/7	2941	3900	3980	1210	0	4	0	211	4	10	0	0	10	40	175.9.248.97	40	13	27	41	0	7
7787268	2014/10/4	2014/10/4	0	1120	null	null	0	2	0	13	2	0	1	0	10	40	120.8.139.6	2	null	0	2	0	0
7787266	2014/10/4	2014/10/4	0	940	null	null	0	2	1	21	2	0	0	0	10	40	112.249.253.242	3	null	0	4	0	0
7787265	2014/10/4	2014/10/4	14213	210	null	1290	0	2	3	81	3	0	0	0	10	40	14.29.112.187	9	2	0	9	0	0
7787264	2014/10/4	2014/10/4	23481	190	null	1600	0	2	0	94	3	0	0	0	10	40	221.221.189.26	15	2	0	16	0	0
7787260	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	115.207.16.196	null	null	0	0	0	0
7787259	2014/10/4	2014/10/8	3145	160	1680	620	0	3	0	347	5	5	0	0	10	40	122.92.175.26	54	20	25	54	0	7
7787258	2014/10/4	2014/10/4	0	780	null	null	0	2	0	3	1	0	0	0	10	40	114.104.51.216	2	null	0	4	0	0
7787252	2014/10/4	2014/10/4	737	100	null	2856	0	2	0	451	5	0	0	0	10	40	124.156.66.67	68	29	0	68	0	0
7787249	2014/10/4	2014/10/4	2028	1860	null	160	0	2	1	149	4	0	0	0	10	40	14.218.82.175	22	7	0	22	0	0
7787245	2014/10/4	2014/10/4	0	960	null	null	0	2	0	5	2	0	0	0	10	40	120.210.170.118	1	null	0	1	0	0
7787244	2014/10/4	2014/10/4	66715	610	null	610	0	2	0	52	3	0	0	0	10	40	14.106.172.71	7	1	0	8	0	0
7787242	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	183.62.149.155	null	null	0	0	0	0
7787241	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	171.106.133.8	null	null	0	0	0	0
7787237	2014/10/4	2014/10/4	96312	1170	null	200	0	2	0	32	2	0	0	0	10	40	221.210.89.46	3	1	0	3	0	0
7787236	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	1	0	0	20	218.76.253.130	null	null	0	0	0	0
7787235	2014/10/4	2014/10/4	3871	820	null	10	0	2	2	31	2	0	0	0	10	40	14.116.29.25	6	1	0	6	0	0
7787234	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	125.69.149.178	null	null	0	0	0	0
7787233	2014/10/4	2014/10/6	11746	2637	2697	696	0	3	0	127	4	5	0	0	10	40	221.216.54.216	17	9	8	17	0	8
7787230	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	218.27.237.62	null	null	0	0	0	0
7787228	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	117.165.203.10	null	null	0	0	0	0
7787224	2014/10/4	2014/10/5	23953	70	2860	510	0	3	1	133	4	5	0	0	10	40	223.199.196.144	15	7	8	15	0	8
7787223	2014/10/4	2014/10/4	0	800	null	null	0	2	0	22	2	0	1	0	10	40	117.140.14.67	4	null	0	5	0	0
7787222	2014/10/4	2014/10/5	0	800	null	null	0	3	1	10	2	5	0	0	15	40	218.76.81.161	null	null	0	0	0	0
7787219	2014/10/4	2014/10/4	22765	180	null	800	0	2	0	110	3	0	0	0	10	40	202.103.238.119	16	7	0	16	0	0
7787218	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	36.57.98.4	null	null	0	0	0	0
7787217	2014/10/4	2014/10/4	0	800	null	null	0	2	1	21	2	0	0	0	10	40	14.122.140.169	2	null	0	3	0	0
7787216	2014/10/4	2014/10/5	3554	100	2200	1020	0	3	3	154	4	5	0	0	50	1000	122.226.232.194	19	4	15	19	0	7
7787214	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	113.141.25.130	null	null	0	0	0	0
7787213	2014/10/4	2014/10/4	0	800	null	null	0	2	2	0	0	0	1	0	0	20	113.100.77.12	null	null	0	0	0	0
7787212	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	5	1	0	0	20	61.185.31.78	null	null	0	0	0	0
7787208	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	218.87.111.172	null	null	0	0	0	0
7787206	2014/10/4	2014/10/4	0	0	null	null	0	1	5	0	0	0	0	0	0	20	218.77.83.155	null	null	0	0	0	0
7787205	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.251.97.233	null	null	0	0	0	0
7787204	2014/10/4	2014/10/4	256250	1000	null	400	0	2	0	90	3	0	1	0	10	40	1.26.94.249	12	4	0	12	0	0
7787203	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	123.165.118.14	null	null	0	0	0	0
7787202	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	182.132.129.165	null	null	0	0	0	0
7787201	2014/10/4	2014/10/4	5795	80	1220	380	0	2	2	91	3	0	0	0	10	40	211.162.34.43	11	2	5	11	0	4
7787198	2014/10/4	2014/10/4	0	900	1000	null	0	2	0	11	2	0	0	0	10	40	183.44.148.196	3	null	2	4	0	0
7787192	2014/10/4	2014/10/4	0	100	1400	400	0	2	1	70	3	0	0	0	20000	1000	222.216.204.41	8	2	6	8	0	7
7787191	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	175.17.128.99	null	null	0	0	0	0
7787190	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	171.221.138.9	null	null	0	0	0	0
7787189	2014/10/4	2014/10/4	0	100	null	null	0	2	0	22	2	0	0	0	10	40	111.8.209.171	4	null	0	4	0	0
7787187	2014/10/4	2014/10/4	0	190	null	null	0	2	1	38	2	0	1	0	10	40	119.48.182.14	6	null	0	8	0	0
7787184	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	36.32.139.187	null	null	0	0	0	0
7787178	2014/10/4	2014/10/4	0	770	null	null	0	2	0	3	1	0	0	0	0	20	116.17.168.185	1	null	0	2	0	0
7787175	2014/10/4	2014/10/5	1000	2988	null	null	0	3	1	0	0	5	0	0	0	20	58.59.234.224	null	null	0	0	0	0
7787174	2014/10/4	2014/10/4	0	0	null	null	0	2	0	17	2	0	0	0	10	40	58.245.236.45	4	null	0	4	0	0
7787169	2014/10/4	2014/10/4	0	980	null	null	0	2	0	5	2	0	0	0	10	40	112.83.25.226	1	null	0	1	0	0
7787167	2014/10/4	2014/10/4	0	0	1340	420	0	2	3	182	4	1	0	0	10	40	14.218.109.71	26	6	11	26	0	7
7787165	2014/10/4	2014/10/4	0	1140	null	null	0	2	0	13	2	0	0	0	10	40	114.196.33.10	2	null	0	2	0	0
7787162	2014/10/4	2014/10/5	1346184	6341	6751	2340	0	3	1	207	4	5	0	0	10	40	183.131.11.26	28	13	12	28	1	7
7787160	2014/10/4	2014/10/4	0	940	null	null	0	2	0	11	2	0	0	0	10	40	219.78.101.34	2	null	0	3	0	0
7787159	2014/10/4	2014/10/4	0	770	null	null	0	2	0	3	1	0	0	0	0	20	125.107.247.70	2	null	0	2	0	0
7787157	2014/10/4	2014/10/4	0	200	null	null	0	2	1	0	0	0	1	0	0	20	222.77.120.250	null	null	0	0	0	0
7787156	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	182.132.130.209	null	null	0	0	0	0
7787154	2014/10/4	2014/10/4	0	980	null	null	0	2	1	8	2	0	1	0	10	40	119.0.34.21	2	null	0	2	0	0
7787145	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	171.14.105.217	null	null	0	0	0	0
7787144	2014/10/4	2014/10/4	57404	980	null	420	0	2	2	47	3	0	0	0	10	40	42.238.72.201	5	1	0	5	0	0
7787143	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	171.215.102.189	null	null	0	0	0	0
7787142	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	221.211.133.197	null	null	0	0	0	0
7787141	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	110.84.80.191	null	null	0	0	0	0
7787140	2014/10/4	2014/10/4	0	1030	null	null	0	2	2	18	2	0	0	0	10	40	221.11.109.18	2	null	0	2	0	0
7787130	2014/10/4	2014/10/4	0	800	null	null	0	2	2	10	2	0	0	0	10	40	117.63.111.237	null	null	0	0	0	0
7787128	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	222.138.201.216	null	null	0	0	0	0
7787127	2014/10/4	2014/10/5	0	400	1660	460	0	3	1	176	4	5	0	0	50	1000	112.116.119.144	28	6	22	28	0	6
7787122	2014/10/4	2014/10/4	0	1000	null	null	0	2	0	8	2	0	0	0	10	40	222.135.209.155	1	null	0	2	0	0
7787121	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.76.253.135	null	null	0	0	0	0
7787119	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	61.179.144.55	null	null	0	0	0	0
7787118	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.215.65.70	null	null	0	0	0	0
7787117	2014/10/4	2014/10/5	3400	1220	1260	60	0	3	0	24	2	5	0	0	10	40	101.254.27.218	2	1	1	2	0	3
7787115	2014/10/4	2014/10/4	0	0	16239	2780	100	2	1	402	5	0	0	0	50	1000	39.186.69.154	34	6	23	31	3	5
7787114	2014/10/4	2014/10/4	0	800	null	null	0	2	1	10	2	0	0	0	0	20	124.156.4.172	null	null	0	0	0	0
7787113	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	222.89.253.54	null	null	0	0	0	0
7787112	2014/10/4	2014/10/5	76564	180	1595	380	0	3	0	189	4	6	0	0	10	40	59.54.218.89	28	10	11	27	1	5
7787111	2014/10/4	2014/10/4	0	0	43870	15000	7970	2	1	750	6	0	0	10	1000	1000	39.186.69.154	92	21	49	90	2	7
7787108	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.10.66.58	null	null	0	0	0	0
7787106	2014/10/4	2014/10/4	0	950	null	null	0	2	2	17	2	0	0	0	10	40	117.34.96.140	4	null	0	5	0	0
7787105	2014/10/4	2014/10/4	0	980	null	null	0	2	0	8	2	0	0	0	10	40	218.75.135.50	2	null	0	2	0	0
7787104	2014/10/4	2014/10/8	6688	150	3180	1470	0	3	9	147	4	5	0	0	10	40	222.91.73.2	26	6	20	26	0	7
7787103	2014/10/4	2014/10/4	0	1765	null	240	0	2	1	92	3	0	0	0	10	40	220.173.8.75	12	9	0	12	0	0
7787101	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	182.132.130.209	null	null	0	0	0	0
7787100	2014/10/4	2014/10/4	0	0	null	410	0	2	0	52	3	0	0	0	10	40	183.10.2.12	7	1	0	7	0	0
7787098	2014/10/4	2014/10/8	0	790	800	null	0	3	0	3	1	5	0	0	0	20	113.139.150.253	1	null	1	2	0	0
7787096	2014/10/4	2014/10/9	0	0	null	null	0	3	1	22	2	5	0	0	15	40	222.216.108.238	4	null	0	4	0	0
7787094	2014/10/4	2014/10/5	0	0	2740	830	40	3	2	120	3	5	0	0	50	1000	171.38.43.56	11	3	5	11	0	5
7787089	2014/10/4	2014/10/4	0	1000	null	null	0	2	1	22	2	0	0	0	10	40	110.81.237.57	4	null	0	4	0	0
7787086	2014/10/4	2014/10/4	0	780	null	null	0	2	2	13	2	0	1	0	0	20	183.163.68.102	2	null	0	2	0	0
7787084	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.31.26	null	null	0	0	0	0
7787083	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	0	0	0	0	20	219.145.245.58	null	null	0	0	0	0
7787082	2014/10/4	2014/10/4	0	0	null	null	0	1	4	0	0	0	0	0	0	20	113.141.25.138	null	null	0	0	0	0
7787077	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	124.116.26.70	null	null	0	0	0	0
7787075	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.29.113.158	null	null	0	0	0	0
7787074	2014/10/4	2014/10/6	13168716	64840	70463	14290	0	3	1	922	7	5	0	0	10	40	61.158.171.15	161	74	69	162	0	8
7787070	2014/10/4	2014/10/4	17	650	null	25	15	2	0	19	2	0	1	0	25	400	171.118.124.219	5	2	0	5	0	0
7787069	2014/10/4	2014/10/4	31356	1020	null	795	0	2	10	91	3	0	0	0	10	40	171.221.108.144	7	2	0	8	0	0
7787067	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	182.132.130.209	null	null	0	0	0	0
7787066	2014/10/4	2014/10/4	253736	6280	13260	2200	0	2	0	370	5	0	0	0	10	40	27.200.132.124	40	15	13	41	0	9
7787061	2014/10/4	2014/10/4	0	780	null	null	0	2	0	3	1	0	0	0	0	20	182.85.77.62	2	null	0	2	0	0
7787060	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	182.132.130.209	null	null	0	0	0	0
7787057	2014/10/4	2014/10/4	0	800	null	null	0	2	0	14	2	0	0	0	10	40	117.135.229.11	3	null	0	3	0	0
7787056	2014/10/4	2014/10/4	0	940	null	null	0	2	0	8	2	0	0	0	10	40	124.228.112.72	2	null	0	2	0	0
7787054	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	117.25.123.164	null	null	0	0	0	0
7787052	2014/10/4	2014/10/4	169089	3910	null	1430	0	2	0	121	3	0	0	0	10	40	58.247.75.214	13	7	0	13	0	0
7787049	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	216.244.76.35	null	null	0	0	0	0
7787048	2014/10/4	2014/10/4	0	50	null	900	0	2	1	108	3	0	0	0	10	40	125.125.131.127	16	2	0	16	0	0
7787047	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	123.139.178.243	null	null	0	0	0	0
7787044	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.158.175.166	null	null	0	0	0	0
7787043	2014/10/4	2014/10/9	368256604	829140	658505760	86200000	86139040	7	0	7385	13	310	0	180	250000	1000	123.154.58.77	3262	1029	2233	4191	20	9
7787039	2014/10/4	2014/10/4	0	800	null	null	0	2	0	3	1	0	0	0	0	20	112.90.37.241	1	null	0	2	0	0
7787036	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	125.32.93.162	null	null	0	0	0	0
7787034	2014/10/4	2014/10/4	0	1000	null	null	0	2	0	8	2	0	1	0	10	40	60.210.114.186	1	null	0	2	0	0
7787030	2014/10/4	2014/10/4	0	800	null	null	0	2	2	13	2	0	1	0	0	20	119.109.164.53	1	null	0	2	0	0
7787029	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	0	0	0	0	20	171.215.102.189	null	null	0	0	0	0
7787028	2014/10/4	2014/10/5	0	0	7980	2750	0	3	0	459	5	5	0	0	10	40	113.17.69.233	72	22	39	72	0	8
7787023	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	119.146.166.134	null	null	0	0	0	0
7787022	2014/10/4	2014/10/4	0	800	null	null	0	2	9	0	0	0	0	0	0	20	222.216.53.131	null	null	0	0	0	0
7787020	2014/10/4	2014/10/4	0	1040	null	null	0	2	0	8	2	0	0	0	10	40	123.163.212.188	1	null	0	2	0	0
7787019	2014/10/4	2014/10/4	0	800	null	null	0	2	2	0	0	0	0	0	0	20	60.160.238.82	null	null	0	0	0	0
7787018	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	222.83.156.76	null	null	0	0	0	0
7787017	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	60.215.46.249	null	null	0	0	0	0
7787016	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	110.255.14.51	null	null	0	0	0	0
7787015	2014/10/4	2014/10/4	10303	640	null	100	0	2	0	46	3	0	1	0	10	40	101.68.31.43	6	1	0	7	0	0
7787013	2014/10/4	2014/10/4	0	970	null	null	0	2	0	16	2	0	0	0	10	40	123.181.160.92	3	null	0	5	0	0
7787011	2014/10/4	2014/10/5	0	130	1180	null	0	3	11	33	2	5	0	0	10	40	27.155.230.219	8	null	8	8	0	4
7787010	2014/10/4	2014/10/4	0	1170	null	null	0	2	0	19	2	0	0	0	10	40	119.5.249.97	4	null	0	4	0	0
7787009	2014/10/4	2014/10/4	124538	780	null	420	0	2	1	112	3	0	0	0	10	40	119.180.61.200	12	3	0	12	0	0
7787008	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	171.208.99.36	null	null	0	0	0	0
7787005	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.221.167.130	null	null	0	0	0	0
7787002	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	122.189.108.3	null	null	0	0	0	0
7787001	2014/10/4	2014/10/4	0	900	null	null	0	2	0	8	2	0	0	0	10	40	1.188.81.25	1	null	0	2	0	0
7787000	2014/10/4	2014/10/4	0	770	null	null	0	2	0	3	1	0	0	0	0	20	115.196.59.170	2	null	0	2	0	0
7786999	2014/10/4	2014/10/4	0	200	null	null	0	2	1	0	0	0	0	0	0	20	219.133.132.31	null	null	0	0	0	0
7786998	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7786997	2014/10/4	2014/10/4	0	780	null	null	0	2	3	13	2	0	1	0	0	20	112.36.96.228	2	null	0	2	0	0
7786993	2014/10/4	2014/10/6	0	0	4345	1040	0	3	1	344	5	6	0	0	10	40	124.224.204.138	44	19	18	44	0	8
7786992	2014/10/4	2014/10/4	0	200	null	null	0	2	1	0	0	0	0	0	0	20	219.133.132.31	null	null	0	0	0	0
7786991	2014/10/4	2014/10/4	0	970	null	null	0	2	3	8	2	0	1	0	10	40	121.56.88.106	2	null	0	2	0	0
7786988	2014/10/4	2014/10/4	0	980	null	null	0	2	0	8	2	0	0	0	10	40	202.105.122.108	2	null	0	2	0	0
7786987	2014/10/4	2014/10/4	0	990	null	null	0	2	1	18	2	0	0	0	10	40	223.198.246.246	2	null	0	2	0	0
7786986	2014/10/4	2014/10/4	0	980	null	null	0	2	0	5	2	0	0	0	10	40	118.124.161.38	1	null	0	1	0	0
7786985	2014/10/4	2014/10/4	628	770	null	80	0	2	2	55	3	0	0	0	10	40	183.56.204.12	10	1	0	10	0	0
7786980	2014/10/4	2014/10/4	0	800	null	null	0	2	2	0	0	0	1	0	0	20	220.168.132.226	null	null	0	0	0	0
7786979	2014/10/4	2014/10/4	0	800	null	null	0	2	3	13	2	0	1	0	0	20	223.96.144.104	1	null	0	2	0	0
7786978	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	218.77.83.155	null	null	0	0	0	0
7786973	2014/10/4	2014/10/4	0	800	null	null	0	2	3	0	0	0	0	0	0	20	182.111.185.168	null	null	0	0	0	0
7786972	2014/10/4	2014/10/4	0	770	1000	120	0	2	0	49	3	0	0	0	10	40	117.140.80.17	11	1	5	11	0	3
7786970	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	123.165.119.165	null	null	0	0	0	0
7786969	2014/10/4	2014/10/4	0	790	null	null	0	2	1	3	1	0	0	0	0	20	211.162.33.89	1	null	0	2	0	0
7786965	2014/10/4	2014/10/4	11022	370	null	600	0	2	2	57	3	0	1	0	10	40	118.122.85.140	8	1	0	8	0	0
7786962	2014/10/4	2014/10/4	0	200	null	200	0	2	3	108	3	0	0	0	10	40	61.180.87.59	16	8	0	16	0	0
7786958	2014/10/4	2014/10/4	0	2200	null	470	0	2	5	122	3	0	0	0	10	40	124.225.61.94	16	7	0	16	0	0
